sentence,label,label_word
"nội dung môn học chưa thống nhất , mỗi giáo viên dạy khác nhau , không thống nhất giữa các năm .",0,Negative
"giảng viên thực hành quá khắt khe trong việc chấm và nộp bài , xin coi code của bọn em khi bọn em sai hay quên xóa file .",0,Negative
"giảng viên đến lớp trễ , thường xuyên vắng nhưng không báo trước .",0,Negative
"thầy nhiệt tình giảng dạy , nhiều vấn đề rất hay cần thiết cho sinh viên .",2,Positive
chưa bao giờ gặp mặt giáo viên từ lúc bắt đầu học đến bây giờ !,1,Neutral
"giảng dạy tận tâm , nhiệt tình tạo điều kiện phát triển kiến thức cho sinh viên .",2,Positive
"giảng viên nhiệt tình , giảng dạy theo hướng mở để sinh viên có thể tự nghiên cứu thêm ngoài chương trình .",2,Positive
thầy dạy vui và dễ hiểu .,2,Positive
em rất thích cô .,2,Positive
giảng viên áp dụng nhiều phương thức giảng dạy độc đáo .,2,Positive
cần phải có phương pháp giảng dạy linh hoạt và sáng tạo để gây hứng thú cho người học .,0,Negative
"giáo viên tuyệt vời , đẹp trai , vui tính , đá bóng hay .",2,Positive
cần thay đổi giáo trình cho phù hợp với kiến thức sinh viên .,0,Negative
về thái độ giải đáp thắc mắc cho sinh viên của giảng viên cảm giác rất khó chịu làm cho sinh viên không muốn hỏi thêm điều gì nữa .,0,Negative
"bài giảng dễ hiểu , có kèm theo ví dụ cụ thể , thân thiện với sinh viên , giải đáp ngay khi sinh viên có câu hỏi .",2,Positive
hài hước .,2,Positive
thầy dạy rất trầm .,0,Negative
thầy dạy ứng dụng thực tế nên rất dễ hiểu .,2,Positive
sinh viên được được thuyết trình nhưng thật sự chưa hiểu quả .,0,Negative
thầy ra bài tập nhiều nâng cao năng lực thực hành .,2,Positive
thầy rất gần gũi và hướng dẫn tốt cho sinh viên .,2,Positive
nhiệt tình và giảng dễ hiểu .,2,Positive
gộp chung 2 lớp khác khóa lại với nhau dẫn đến sự không cân bằng về kiến thức giữa 2 lớp gây khó khăn cho lớp dưới .,0,Negative
"thầy tâm lý , dạy hay .",2,Positive
"thầy dạy tận tình , tạo không khí mới mẻ cho buổi học .",2,Positive
"giảng viên khá hài hước , mang lại tiếng cười cho lớp trong quá trình giảng dạy .",2,Positive
kiến thức của cô chuyên sâu .,2,Positive
giảng viên hay nhớ nhầm việc dạy lớp này sang lớp khác .,0,Negative
"thầy dạy rất tốt , em cảm thấy dễ hiểu .",2,Positive
"sinh viên năm 3 trở lên đều có laptop cả rồi , vậy nên vào phòng máy là không cần thiết .",0,Negative
"máy chiếu phòng wzjwz104 rất hay tắt , mở được một lúc là nóng quá rồi tắt , không sử dụng được nữa .",0,Negative
"giảng viên nhiệt tình , tận tâm , tích cực trao đổi với sinh viên về kiến thức trong và ngoài chương trình .",2,Positive
"nói rõ nội dung môn học , mục tiêu .",0,Negative
vui vẻ .,2,Positive
"phòng học buổi trưa rất nóng , có thể trang bị thêm quạt thì tốt hơn .",0,Negative
"thầy rất nhiệt tình , luôn đưa ra những ví dụ thực tế rất sinh động .",2,Positive
"giáo viên dạy hay , nhiệt tình và cập nhật các kiến thức bên ngoài vào trong bài giảng .",2,Positive
nhà trường nên cho thực hành mỗi tuần một lần .,0,Negative
giảng viên ôn thi chuẩn xác .,2,Positive
lý do doubledot tới ngày thi ngồi ngay 2 máy hư .,0,Negative
thầy tạo được sự hứng thú với môn học .,2,Positive
"thời lượng thực hành quá ít , kiến thức mới mà hướng dẫn ít !",0,Negative
"dạy dễ hiểu , hài hước !",2,Positive
nhàm chán .,0,Negative
"nhiệt tình , vui tính .",2,Positive
"giáo viên dễ tính , dạy hay .",2,Positive
"nhiệt tình , gần gũi sinh viên .",2,Positive
"môn học cần được thiết kế chi tiết hơn từng phần học cụ thể để sinh viên dễ tiếp cận như doubledot học lập trình console và win form lẫn lộn , sinh viên chưa có cái nhìn khái quát và tổng thể về vấn đề cần làm dẫn đến khó tìm lối đi trong sự hỗn loạn kiễn thức , không có phương hướng kết quả học tập không cao , không hứng thú và đam mê .",0,Negative
thầy rất quan tâm đến khó khăn gặp phải của sinh viên trong lúc thực hành .,2,Positive
"việc truyền đạt kiến thức chưa sâu , em thấy vẫn mông lung sau mỗi tiết học , chỉ hiểu sơ sơ .",0,Negative
"giáo viên nhiệt tình , truyền đạt tốt .",2,Positive
"không nên "" hù dọa "" sinh viên ở phía trước mỗi bài toán mà phải biến nó thành đơn giản để thực thi bài toán giảng viên cần phải làm những bài tập mẫu hơn là cho mấy trăm bài tập .",0,Negative
cách dạy của giáo viên rất tốt .,2,Positive
dạy hơi nhanh quá .,0,Negative
"anh wzjwz278 như một người bạn vậy , rất gần gũi , thoải mái khi giao tiếp với sinh viên , kiến thức học được từ anh rất đầy đủ .",2,Positive
thầy lên lớp không đúng thời gian và không quan tâm sinh viên .,0,Negative
em thấy phòng thư viện tầng trên mà bọn em học không hề phù hợp với việc học anh văn vì thiết kế bảng và hệ thống máy tính khiến bọn em cứ phải mỏi cổ ngoảnh sang trái hoặc sang phải suốt cả buổi học vì bọn em cũng chả dùng máy tính để làm gì trong giờ học anh văn cả .,0,Negative
thân thiện với sinh viên .,2,Positive
"cập nhật tính thời sự trong môn học , cung cấp tài liệu đọc thêm bổ ích .",2,Positive
"giảng viên dạy rất buồn ngủ , không thu hút sinh viên vào bài giảng .",0,Negative
giọng hơi khó nghe .,0,Negative
"giáo trình tốt , kiến thức trọng tâm .",2,Positive
cô rất dễ thương và được nhiều sinh viên yêu quý ạ .,2,Positive
cô dạy khá dễ hiểu và cô khá thoải mái .,2,Positive
hoàn toàn không hài lòng với cách đánh giá của thầy .,0,Negative
không có gì cả ạ .,1,Neutral
thầy dạy buồn ngủ .,0,Negative
giảng viên trợ giúp nhiệt tình .,2,Positive
qua đó sẽ hiểu được thật sâu và rõ những lý thuyết đã được học .,2,Positive
giảng viên thường không lên lớp nếu có lên lớp thì chỉ ngồi lỳ một chổ không giảng bài hay hướng dẫn sinh viên thực hành .,0,Negative
"thầy wzjwz262 nhiệt tình , truyền đạt tốt kiến thức , giới thiệu thêm nhiều nguồn tài liệu cho sinh viên .",2,Positive
mục tiêu môn học nên đặt ra là doubledot sinh viên được giới thiệu những gì .,0,Negative
"thầy dạy rất hay , kiến thức rất thực tế , theo sát sinh viên từng bước một , hướng dẫn tận tình tận tâm , truyền đặt kiến thức dễ hiểu , thuyết phục .",2,Positive
"lớp hay nghỉ , giáo viên chưa tận tình lắm .",0,Negative
"nhiệt tình , thầy dạy kỹ .",2,Positive
thầy dạy không tạo được sự hứng thú .,0,Negative
thầy dạy rất tốt và trả lời các câu hỏi của sinh viên rất nhanh và chính xác .,2,Positive
"giáo viên tận tâm , nhiệt tình , cách truyền đạt dễ tiếp thu .",2,Positive
"thầy ví dụ thực tiễn , đáp ứng yêu cầu thực hành .",2,Positive
"giảng viên tận tâm , tạo sự chủ động trong học tập cho người học .",2,Positive
thầy thân thiện dạy nhiệt tình .,2,Positive
đủ tài liệu .,2,Positive
cách chấm điểm các bài thực hành thông qua quay video thực sự chưa đánh giá đúng khả năng của sinh viên .,0,Negative
viết quá nhiều .,0,Negative
"thầy đi dạy luôn đảm bảo thời gian , giải đáp thắc mắc rất nhiệt tình , ra trễ hơn các môn khác từ 15 - 25 phút .",2,Positive
thầy thường xuyên cho nghỉ trước khi kết thúc giờ học .,0,Negative
em muốn môn học gần với thực tế qua các ví dụ .,0,Negative
"giảng dễ hiểu , vui tính và rất thân thiện với sinh viên .",2,Positive
em có ý kiến là nên hủy môn vật lý kỹ thuật .,0,Negative
giảng dạy tích cực .,2,Positive
"sự hướng dẫn thực hành tận tâm , nhiệt tình .",2,Positive
hy vọng học kỳ tới thầy có thể kết thúc buổi học đúng giờ .,0,Negative
"giờ thực hành quá ít , bài tập thực hành hằng tuần đều đó , giảng viên hướng dẫn không có nhiều thời gian để hướng dẫn trực tiếp .",0,Negative
giảng viên có kiến thức chuyên sâu về môn học .,2,Positive
"nhiệt tình , có tâm huyết .",2,Positive
"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác .",0,Negative
giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .,0,Negative
"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính .",0,Negative
tận tâm tận tình .,2,Positive
cô giải thích các vấn đề sinh viên đưa ra khá chi tiết !,2,Positive
nội dung nhập nhằng .,0,Negative
cô nên hoạt động trên website môn học nhiều hơn .,0,Negative
"giảng viên hướng dẫn nhiệt tình , chi tiết .",2,Positive
các thành viên dễ gán kết hơn và có trách nhiệm hơn .,0,Negative
sử dụng hiệu quả thời gian lên lớp .,2,Positive
"sự nhiệt tình , tận tâm của giảng viên .",2,Positive
dạy chi tiết .,2,Positive
"giảng viên dạy rất nhiệt tình , phản hồi trực tiếp , gián tiếp thắc mắc của sinh viên rất tích cực .",2,Positive
thay đổi hình thức đánh giá môn học .,0,Negative
cho bài tập hay .,2,Positive
cần bổ sung phần kiến thức pattern severside .,0,Negative
điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy .,0,Negative
giao đề tài thiếu công bằng .,0,Negative
dễ gây nhàm chán .,0,Negative
thầy dạy rất vui rất kỹ .,2,Positive
"phòng học còn nóng và bụi bặm , máy chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ , đề nghị khắc phục vấn đề này .",0,Negative
cô giảng còn hơi khó hiểu .,0,Negative
khả năng truyền đạt tốt .,2,Positive
mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .,0,Negative
"giảng viên giảng hay , giúp sinh viên tiếp thu kiến thức hiệu quả .",2,Positive
giảng đường quá nóng .,0,Negative
"giảng dạy tốt , nhiệt tình chỉ bảo sinh viên .",2,Positive
"thầy wzjwz81 là một giảng viên rất tâm huyết với sinh viên , thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ .",2,Positive
"thầy dạy nhiệt tình , áp dụng nhiều bài tập , dễ hiểu .",2,Positive
"đa số giảng sơ sài , chủ yếu là lước qua .",0,Negative
cho mượn kit về nhà đẻ thực hành .,0,Negative
"yêu cầu đối với sinh viên cao , nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết .",0,Negative
chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành của lớp một lần nào .,0,Negative
thầy không dạy lý thuyết mà chỉ nói sơ qua về một số bài tập nên em không biết nhận xét gì về thầy .,0,Negative
làm việc nhóm nhiều .,2,Positive
nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .,0,Negative
khả năng tương tác chưa tốt .,0,Negative
thầy khá đúng giờ .,2,Positive
"nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính .",2,Positive
nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop .,0,Negative
có bài tập cuối giờ .,1,Neutral
không có buổi học bù nào .,0,Negative
đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .,0,Negative
giảng viên giảng bài dễ hiểu .,2,Positive
làm phim khó quá thầy ạ .,0,Negative
em rất hài lòng về phương pháp giảng dạy của thầy ạ .,2,Positive
cô wzjwz6 rất nhiệt tình .,2,Positive
giảng viên rất có tâm huyết .,2,Positive
tất cả các hoạt động trên lớp .,1,Neutral
sự tận tình đối với học viên .,2,Positive
đến lớp dúng giờ !,1,Neutral
